Date,Screen Name,Full Name,Tweet Text,Tweet ID,App,Followers,Follows,Retweets,Favorites,Verified,User Since,Location,Bio,Latitude,Longitude,Profile Image,Google Maps
10/11/2016 05:09:50,FEEDInc,FEED Inc.,300 #Indigenous #Philippine #Red Lauan Planted as #LIVING #LEGACY #Tribute to the Late-Sen. Miriam Defensor... https://t.co/zpm6CM3sPo,785708967011889152,Facebook,501,1019,0,0,No,09/24/2012 04:59:03,info@feed.org.ph,Fostering Education & Environment for Development (FEED) Inc. is an education and environment focused NGO supporting sustainable development in the Philippines.,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/2644107237/73121bfc4e46b1440f7a9dbd21ae7327_normal.png"", ""View"")",
10/11/2016 05:08:02,FEEDInc,FEED Inc.,300 #Indigenous #Philippine #Red Lauan Planted as #LIVING #LEGACY #Tribute to the Late-Sen. Miriam Defensor... https://t.co/MnuB8xVG0R,785708516237422596,Facebook,501,1019,0,0,No,09/24/2012 04:59:03,info@feed.org.ph,Fostering Education & Environment for Development (FEED) Inc. is an education and environment focused NGO supporting sustainable development in the Philippines.,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/2644107237/73121bfc4e46b1440f7a9dbd21ae7327_normal.png"", ""View"")",
10/11/2016 04:40:40,GraSodsod,Hazel Grace! |-/,"Miriam Defensor Santiago

Good mother
Good daughter
Excellent judge, teacher, lawyer, politician

Yet she didn't become our president. 😭💔",785701626505891840,Twitter for Android,935,1943,0,1,No,11/21/2009 09:12:45,Peculiardom,"On Wednesdays, we wear black.",,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/784251373244211200/WOCFK09P_normal.jpg"", ""View"")",
10/11/2016 03:59:46,Sid98855481,Sid,RT @UnangHirit: Bukas sa publiko ang burol ng namayapang dating Senadora Miriam Defensor Santiago sa Immaculate Concepcion Cathedral sa Que…,785691334367596545,Twitter for Android,57,395,10,0,No,08/10/2015 08:18:48,"Cebu City, Central Visayas","The harder you work for something, the greater you'll feel when you achieve it.Hindi ako takot sa matataas, paglangoy at pag ibig. Takot akong MAHULOG, MALUNOD,",,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/753158916247130113/4VgW79OP_normal.jpg"", ""View"")",
10/11/2016 03:16:13,marketnabil,mark etnabil,RT @Brigada_GNTV: Karamihan sa mga taga-suporta ni Sen. Miriam Defensor-Santiago ay kabataan. Halos apat na araw ginawa ni Onofre ang strin…,785680374764417025,Twitter for Android,11,115,6,0,No,09/23/2015 08:07:22,,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/647631514411229184/O6yyUotr_normal.jpg"", ""View"")",
10/11/2016 03:09:41,Du30Movements,Dutertemovements,RT @senmiriam: The family and friends of Sen. Miriam Defensor Santiago invite everyone to join them for a mass on the ninth day of her pass…,785678731125792769,Twitter for Android,0,10,523,0,No,10/11/2016 02:39:54,Republic of the Philippines,"We are not media,.we.just ordinary people who wants changes in the governments.",,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/785673526204215297/UtO7eRUy_normal.jpg"", ""View"")",
10/11/2016 02:22:07,thealexnicholle,Alex,@emallene nobody in the PI is fine with it. They're trying to find ways to get rid of him. Miriam Defensor Santiago should have been our Prz,785666762327011328,Twitter for iPhone,303,174,0,0,No,05/20/2009 01:17:30,"San Diego, CA",just a 21 year old torn between human bio and creative writing,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/755668827568943104/5xHol2uW_normal.jpg"", ""View"")",
10/11/2016 01:41:39,ant8117,antonio buensuceso,"shell tabangao refinery life: NTVL: Dating senadora Miriam Defensor-Santiago, pu... https://t.co/CszHN89xs6",785656578636513280,Twitter Web Client,5060,4994,1,1,No,05/24/2010 03:22:50,"California, USA",Filipino,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/614514422665494528/jfZ95uDD_normal.jpg"", ""View"")",
10/11/2016 01:28:46,babyfenech,Fenechitech 👑,RT @justfenech: Saludo kami sayo Sen. Miriam Defensor Santiago. You have been a brilliant example of women empowerment. #MMKSenatorMiriam,785653334019485697,Twitter for Android,188,107,140,0,No,08/28/2016 11:27:19,"Quezon, Calabarzon",Supporter/Fan 💞,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/773385565043429376/-5YS7Enw_normal.jpg"", ""View"")",
10/11/2016 00:54:23,jean_rheignnnnn,rheign,"RT @Alyssha_Lykah: “Kapag wala kayong maisagot as exams ilagay ninyo, magmahal. Dahil kailanman hindi mali ang magmahal.”

- Miriam Defenso…",785644681237557248,Twitter for iPhone,328,628,2,0,No,10/24/2015 11:31:13,mccoy de leon,Don't judge my choices without understanding my reasons // marc carlos de leon // hshtgs.,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/771190405211697153/f949DgAU_normal.jpg"", ""View"")",
